"BehaviorSpace results (NetLogo 6.2.0)"
"Signaling Game.nlogo"
"experiment"
"09/17/2022 08:10:04:276 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-14","14"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"number-of-states","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"print-probabilities?","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true"
,,"87.68",,,,,"57.24",,,"93.26",,,"81.06","93.57",,"76.34","98.95",,,"77.51",,,,,,,"53.4",,,,,,,,,"94.52",,,,,"76.79",,,,,,,,,,,"95.29",,"79.84",,,,,,,"95.97",,,,,"98",,,,,"97.5",,,,,,"80.44","98.22",,,,,"98.95",,,"98.86",,"93.66",,,,"98.86",,,,"98.94",,,"98.73",
,,"87.68",,,,,"57.27",,,"93.27",,,"81.07","93.57",,"76.35","98.95",,,"77.52",,,,,,,"53.39",,,,,,,,,"94.52",,,,,"76.8",,,,,,,,,,,"95.3",,"79.84",,,,,,,"95.97",,,,,"98",,,,,"97.5",,,,,,"80.44","98.22",,,,,"98.95",,,"98.87",,"93.66",,,,"98.86",,,,"98.94",,,"98.73",
,,"87.69",,,,,"57.27",,,"93.27",,,"81.07","93.58",,"76.36","98.95",,,"77.53",,,,,,,"53.39",,,,,,,,,"94.52",,,,,"76.81",,,,,,,,,,,"95.3",,"79.84",,,,,,,"95.97",,,,,"98",,,,,"97.5",,,,,,"80.45","98.22",,,,,"98.95",,,"98.87",,"93.66",,,,"98.86",,,,"98.94",,,"98.73",
,,"87.69",,,,,"57.27",,,"93.27",,,"81.07","93.58",,"76.37","98.95",,,"77.54",,,,,,,"53.39",,,,,,,,,"94.53",,,,,"76.82",,,,,,,,,,,"95.3",,"79.85",,,,,,,"95.97",,,,,"98",,,,,"97.5",,,,,,"80.47","98.23",,,,,"98.95",,,"98.87",,"93.66",,,,"98.86",,,,"98.94",,,"98.73",
,,"87.7",,,,,"57.29",,,"93.27",,,"81.07","93.58",,"76.38","98.95",,,"77.55",,,,,,,"53.4",,,,,,,,,"94.53",,,,,"76.83",,,,,,,,,,,"95.3",,"79.85",,,,,,,"95.98",,,,,"98.01",,,,,"97.5",,,,,,"80.49","98.23",,,,,"98.95",,,"98.87",,"93.66",,,,"98.86",,,,"98.94",,,"98.74",
,,"87.7",,,,,"57.31",,,"93.28",,,"81.08","93.58",,"76.39","98.95",,,"77.56",,,,,,,"53.4",,,,,,,,,"94.53",,,,,"76.84",,,,,,,,,,,"95.3",,"79.86",,,,,,,"95.98",,,,,"98.01",,,,,"97.5",,,,,,"80.49","98.23",,,,,"98.95",,,"98.87",,"93.67",,,,"98.86",,,,"98.94",,,"98.74",
,,"87.71",,,,,"57.31",,,"93.28",,,"81.09","93.59",,"76.39","98.95",,,"77.57",,,,,,,"53.4",,,,,,,,,"94.53",,,,,"76.84",,,,,,,,,,,"95.3",,"79.87",,,,,,,"95.98",,,,,"98.01",,,,,"97.51",,,,,,"80.51","98.23",,,,,"98.95",,,"98.87",,"93.67",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.71",,,,,"57.34",,,"93.28",,,"81.1","93.59",,"76.39","98.95",,,"77.57",,,,,,,"53.39",,,,,,,,,"94.53",,,,,"76.85",,,,,,,,,,,"95.31",,"79.88",,,,,,,"95.98",,,,,"98.01",,,,,"97.51",,,,,,"80.53","98.23",,,,,"98.95",,,"98.87",,"93.67",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.72",,,,,"57.35",,,"93.29",,,"81.11","93.59",,"76.4","98.95",,,"77.57",,,,,,,"53.39",,,,,,,,,"94.54",,,,,"76.86",,,,,,,,,,,"95.31",,"79.89",,,,,,,"95.98",,,,,"98.01",,,,,"97.51",,,,,,"80.55","98.23",,,,,"98.95",,,"98.87",,"93.67",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.72",,,,,"57.36",,,"93.29",,,"81.11","93.59",,"76.4","98.95",,,"77.58",,,,,,,"53.38",,,,,,,,,"94.54",,,,,"76.86",,,,,,,,,,,"95.31",,"79.89",,,,,,,"95.98",,,,,"98.01",,,,,"97.51",,,,,,"80.55","98.23",,,,,"98.95",,,"98.87",,"93.68",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.72",,,,,"57.36",,,"93.29",,,"81.12","93.6",,"76.4","98.95",,,"77.58",,,,,,,"53.38",,,,,,,,,"94.54",,,,,"76.87",,,,,,,,,,,"95.31",,"79.9",,,,,,,"95.99",,,,,"98.01",,,,,"97.51",,,,,,"80.57","98.23",,,,,"98.95",,,"98.87",,"93.68",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.73",,,,,"57.37",,,"93.29",,,"81.13","93.6",,"76.41","98.95",,,"77.59",,,,,,,"53.38",,,,,,,,,"94.54",,,,,"76.88",,,,,,,,,,,"95.31",,"79.91",,,,,,,"95.99",,,,,"98.01",,,,,"97.51",,,,,,"80.58","98.23",,,,,"98.95",,,"98.87",,"93.68",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.73",,,,,"57.38",,,"93.29",,,"81.14","93.6",,"76.42","98.95",,,"77.59",,,,,,,"53.39",,,,,,,,,"94.55",,,,,"76.88",,,,,,,,,,,"95.32",,"79.92",,,,,,,"95.99",,,,,"98.01",,,,,"97.51",,,,,,"80.58","98.23",,,,,"98.95",,,"98.87",,"93.68",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.74",,,,,"57.38",,,"93.3",,,"81.15","93.6",,"76.43","98.95",,,"77.59",,,,,,,"53.39",,,,,,,,,"94.55",,,,,"76.89",,,,,,,,,,,"95.32",,"79.93",,,,,,,"95.99",,,,,"98.01",,,,,"97.51",,,,,,"80.58","98.23",,,,,"98.95",,,"98.87",,"93.69",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.74",,,,,"57.38",,,"93.3",,,"81.16","93.61",,"76.43","98.95",,,"77.6",,,,,,,"53.4",,,,,,,,,"94.55",,,,,"76.9",,,,,,,,,,,"95.32",,"79.93",,,,,,,"95.99",,,,,"98.01",,,,,"97.51",,,,,,"80.6","98.23",,,,,"98.95",,,"98.87",,"93.69",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.74",,,,,"57.38",,,"93.3",,,"81.17","93.61",,"76.43","98.95",,,"77.61",,,,,,,"53.41",,,,,,,,,"94.55",,,,,"76.91",,,,,,,,,,,"95.32",,"79.93",,,,,,,"95.99",,,,,"98.01",,,,,"97.51",,,,,,"80.6","98.23",,,,,"98.95",,,"98.87",,"93.69",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.74",,,,,"57.38",,,"93.3",,,"81.17","93.61",,"76.44","98.95",,,"77.61",,,,,,,"53.4",,,,,,,,,"94.55",,,,,"76.92",,,,,,,,,,,"95.32",,"79.94",,,,,,,"96",,,,,"98.01",,,,,"97.52",,,,,,"80.6","98.23",,,,,"98.95",,,"98.87",,"93.69",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.75",,,,,"57.39",,,"93.31",,,"81.17","93.61",,"76.45","98.95",,,"77.61",,,,,,,"53.4",,,,,,,,,"94.56",,,,,"76.93",,,,,,,,,,,"95.33",,"79.95",,,,,,,"96",,,,,"98.01",,,,,"97.52",,,,,,"80.62","98.23",,,,,"98.96",,,"98.87",,"93.69",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.75",,,,,"57.39",,,"93.31",,,"81.18","93.62",,"76.47","98.95",,,"77.62",,,,,,,"53.39",,,,,,,,,"94.56",,,,,"76.94",,,,,,,,,,,"95.33",,"79.96",,,,,,,"96",,,,,"98.02",,,,,"97.52",,,,,,"80.62","98.24",,,,,"98.96",,,"98.87",,"93.7",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.76",,,,,"57.4",,,"93.31",,,"81.18","93.62",,"76.47","98.95",,,"77.63",,,,,,,"53.4",,,,,,,,,"94.56",,,,,"76.95",,,,,,,,,,,"95.33",,"79.97",,,,,,,"96",,,,,"98.02",,,,,"97.52",,,,,,"80.62","98.24",,,,,"98.96",,,"98.87",,"93.7",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.77",,,,,"57.41",,,"93.31",,,"81.18","93.62",,"76.48","98.96",,,"77.63",,,,,,,"53.39",,,,,,,,,"94.56",,,,,"76.96",,,,,,,,,,,"95.33",,"79.97",,,,,,,"96",,,,,"98.02",,,,,"97.52",,,,,,"80.64","98.24",,,,,"98.96",,,"98.87",,"93.7",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.77",,,,,"57.41",,,"93.32",,,"81.18","93.62",,"76.49","98.96",,,"77.64",,,,,,,"53.31",,,,,,,,,"94.57",,,,,"76.98",,,,,,,,,,,"95.33",,"79.98",,,,,,,"96",,,,,"98.02",,,,,"97.52",,,,,,"80.64","98.24",,,,,"98.96",,,"98.87",,"93.7",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.78",,,,,"57.41",,,"93.32",,,"81.19","93.63",,"76.51","98.96",,,"77.65",,,,,,,"53.31",,,,,,,,,"94.57",,,,,"76.99",,,,,,,,,,,"95.33",,"79.99",,,,,,,"96",,,,,"98.02",,,,,"97.52",,,,,,"80.65","98.24",,,,,"98.96",,,"98.87",,"93.7",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.78",,,,,"57.43",,,"93.32",,,"81.2","93.63",,"76.52","98.96",,,"77.66",,,,,,,"53.31",,,,,,,,,"94.57",,,,,"76.99",,,,,,,,,,,"95.34",,"80",,,,,,,"96.01",,,,,"98.02",,,,,"97.52",,,,,,"80.65","98.24",,,,,"98.96",,,"98.87",,"93.71",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.79",,,,,"57.45",,,"93.32",,,"81.21","93.63",,"76.53","98.96",,,"77.67",,,,,,,"53.31",,,,,,,,,"94.57",,,,,"77",,,,,,,,,,,"95.34",,"80",,,,,,,"96.01",,,,,"98.02",,,,,"97.52",,,,,,"80.65","98.24",,,,,"98.96",,,"98.87",,"93.71",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.79",,,,,"57.45",,,"93.32",,,"81.21","93.63",,"76.53","98.96",,,"77.67",,,,,,,"53.31",,,,,,,,,"94.57",,,,,"77.01",,,,,,,,,,,"95.34",,"80.01",,,,,,,"96.01",,,,,"98.02",,,,,"97.52",,,,,,"80.66","98.24",,,,,"98.96",,,"98.88",,"93.71",,,,"98.87",,,,"98.95",,,"98.74",
,,"87.79",,,,,"57.48",,,"93.33",,,"81.22","93.64",,"76.54","98.96",,,"77.68",,,,,,,"53.31",,,,,,,,,"94.57",,,,,"77.02",,,,,,,,,,,"95.34",,"80.01",,,,,,,"96.01",,,,,"98.02",,,,,"97.52",,,,,,"80.66","98.24",,,,,"98.96",,,"98.88",,"93.71",,,,"98.87",,,,"98.95",,,"98.75",
,,"87.8",,,,,"57.48",,,"93.33",,,"81.23","93.64",,"76.55","98.96",,,"77.68",,,,,,,"53.31",,,,,,,,,"94.58",,,,,"77.03",,,,,,,,,,,"95.34",,"80.01",,,,,,,"96.01",,,,,"98.02",,,,,"97.53",,,,,,"80.68","98.24",,,,,"98.96",,,"98.88",,"93.72",,,,"98.87",,,,"98.95",,,"98.75",
,,"87.8",,,,,"57.49",,,"93.33",,,"81.24","93.64",,"76.56","98.96",,,"77.68",,,,,,,"53.31",,,,,,,,,"94.58",,,,,"77.04",,,,,,,,,,,"95.35",,"80.01",,,,,,,"96.01",,,,,"98.02",,,,,"97.53",,,,,,"80.68","98.24",,,,,"98.96",,,"98.88",,"93.72",,,,"98.87",,,,"98.95",,,"98.75",
,,"87.81",,,,,"57.49",,,"93.33",,,"81.25","93.65",,"76.57","98.96",,,"77.68",,,,,,,"53.31",,,,,,,,,"94.58",,,,,"77.05",,,,,,,,,,,"95.35",,"80.01",,,,,,,"96.02",,,,,"98.02",,,,,"97.53",,,,,,"80.68","98.24",,,,,"98.96",,,"98.88",,"93.72",,,,"98.88",,,,"98.95",,,"98.75",
,,"87.81",,,,,"57.49",,,"93.33",,,"81.25","93.65",,"76.58","98.96",,,"77.68",,,,,,,"53.31",,,,,,,,,"94.58",,,,,"77.05",,,,,,,,,,,"95.35",,"80.02",,,,,,,"96.02",,,,,"98.02",,,,,"97.53",,,,,,"80.69","98.24",,,,,"98.96",,,"98.88",,"93.72",,,,"98.88",,,,"98.95",,,"98.75",
,,"87.82",,,,,"57.5",,,"93.34",,,"81.26","93.65",,"76.59","98.96",,,"77.69",,,,,,,"53.31",,,,,,,,,"94.59",,,,,"77.06",,,,,,,,,,,"95.35",,"80.02",,,,,,,"96.02",,,,,"98.03",,,,,"97.53",,,,,,"80.69","98.24",,,,,"98.96",,,"98.88",,"93.73",,,,"98.88",,,,"98.95",,,"98.75",
,,"87.82",,,,,"57.51",,,"93.34",,,"81.27","93.65",,"76.6","98.96",,,"77.7",,,,,,,"53.32",,,,,,,,,"94.59",,,,,"77.07",,,,,,,,,,,"95.35",,"80.03",,,,,,,"96.02",,,,,"98.03",,,,,"97.53",,,,,,"80.71","98.24",,,,,"98.96",,,"98.88",,"93.73",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.83",,,,,"57.52",,,"93.34",,,"81.28","93.66",,"76.62","98.96",,,"77.71",,,,,,,"53.33",,,,,,,,,"94.59",,,,,"77.07",,,,,,,,,,,"95.36",,"80.03",,,,,,,"96.02",,,,,"98.03",,,,,"97.53",,,,,,"80.73","98.25",,,,,"98.96",,,"98.88",,"93.73",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.83",,,,,"57.53",,,"93.34",,,"81.29","93.66",,"76.62","98.96",,,"77.72",,,,,,,"53.33",,,,,,,,,"94.59",,,,,"77.08",,,,,,,,,,,"95.36",,"80.04",,,,,,,"96.02",,,,,"98.03",,,,,"97.53",,,,,,"80.75","98.25",,,,,"98.96",,,"98.88",,"93.73",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.83",,,,,"57.55",,,"93.35",,,"81.3","93.66",,"76.63","98.96",,,"77.73",,,,,,,"53.33",,,,,,,,,"94.59",,,,,"77.09",,,,,,,,,,,"95.36",,"80.05",,,,,,,"96.02",,,,,"98.03",,,,,"97.53",,,,,,"80.75","98.25",,,,,"98.96",,,"98.88",,"93.73",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.84",,,,,"57.55",,,"93.35",,,"81.24","93.66",,"76.63","98.96",,,"77.74",,,,,,,"53.34",,,,,,,,,"94.6",,,,,"77.09",,,,,,,,,,,"95.36",,"80.05",,,,,,,"96.03",,,,,"98.03",,,,,"97.53",,,,,,"80.76","98.25",,,,,"98.96",,,"98.88",,"93.74",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.84",,,,,"57.56",,,"93.35",,,"81.24","93.67",,"76.64","98.96",,,"77.75",,,,,,,"53.34",,,,,,,,,"94.6",,,,,"77.11",,,,,,,,,,,"95.36",,"80.05",,,,,,,"96.03",,,,,"98.03",,,,,"97.54",,,,,,"80.76","98.25",,,,,"98.96",,,"98.88",,"93.74",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.84",,,,,"57.56",,,"93.35",,,"81.25","93.67",,"76.64","98.96",,,"77.76",,,,,,,"53.34",,,,,,,,,"94.6",,,,,"77.11",,,,,,,,,,,"95.36",,"80.06",,,,,,,"96.03",,,,,"98.03",,,,,"97.54",,,,,,"80.76","98.25",,,,,"98.96",,,"98.88",,"93.74",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.85",,,,,"57.56",,,"93.35",,,"81.25","93.67",,"76.65","98.96",,,"77.76",,,,,,,"53.35",,,,,,,,,"94.6",,,,,"77.12",,,,,,,,,,,"95.37",,"80.06",,,,,,,"96.03",,,,,"98.03",,,,,"97.54",,,,,,"80.76","98.25",,,,,"98.96",,,"98.88",,"93.74",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.85",,,,,"57.58",,,"93.36",,,"81.26","93.67",,"76.66","98.96",,,"77.77",,,,,,,"53.35",,,,,,,,,"94.61",,,,,"77.13",,,,,,,,,,,"95.37",,"80.07",,,,,,,"96.03",,,,,"98.03",,,,,"97.54",,,,,,"80.78","98.25",,,,,"98.96",,,"98.88",,"93.75",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.85",,,,,"57.58",,,"93.36",,,"81.26","93.68",,"76.67","98.96",,,"77.78",,,,,,,"53.35",,,,,,,,,"94.61",,,,,"77.14",,,,,,,,,,,"95.37",,"80.08",,,,,,,"96.04",,,,,"98.03",,,,,"97.54",,,,,,"80.79","98.25",,,,,"98.96",,,"98.88",,"93.75",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.86",,,,,"57.59",,,"93.36",,,"81.27","93.68",,"76.68","98.96",,,"77.79",,,,,,,"53.34",,,,,,,,,"94.61",,,,,"77.15",,,,,,,,,,,"95.37",,"80.09",,,,,,,"96.04",,,,,"98.03",,,,,"97.54",,,,,,"80.79","98.25",,,,,"98.96",,,"98.88",,"93.75",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.86",,,,,"57.6",,,"93.36",,,"81.28","93.68",,"76.69","98.96",,,"77.8",,,,,,,"53.34",,,,,,,,,"94.61",,,,,"77.16",,,,,,,,,,,"95.37",,"80.03",,,,,,,"96.04",,,,,"98.03",,,,,"97.54",,,,,,"80.8","98.25",,,,,"98.97",,,"98.88",,"93.75",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.87",,,,,"57.57",,,"93.37",,,"81.29","93.68",,"76.7","98.96",,,"77.8",,,,,,,"53.35",,,,,,,,,"94.61",,,,,"77.17",,,,,,,,,,,"95.38",,"80.04",,,,,,,"96.04",,,,,"98.04",,,,,"97.54",,,,,,"80.72","98.25",,,,,"98.97",,,"98.88",,"93.76",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.87",,,,,"57.6",,,"93.37",,,"81.3","93.69",,"76.7","98.96",,,"77.81",,,,,,,"53.36",,,,,,,,,"94.61",,,,,"77.18",,,,,,,,,,,"95.38",,"80.05",,,,,,,"96.04",,,,,"98.04",,,,,"97.54",,,,,,"80.72","98.25",,,,,"98.97",,,"98.88",,"93.76",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.88",,,,,"57.6",,,"93.37",,,"81.3","93.69",,"76.71","98.97",,,"77.82",,,,,,,"53.36",,,,,,,,,"94.62",,,,,"77.19",,,,,,,,,,,"95.38",,"80.06",,,,,,,"96.04",,,,,"98.04",,,,,"97.54",,,,,,"80.73","98.25",,,,,"98.97",,,"98.88",,"93.76",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.88",,,,,"57.6",,,"93.37",,,"81.31","93.69",,"76.72","98.97",,,"77.82",,,,,,,"53.38",,,,,,,,,"94.62",,,,,"77.2",,,,,,,,,,,"95.38",,"80.06",,,,,,,"96.05",,,,,"98.04",,,,,"97.54",,,,,,"80.73","98.25",,,,,"98.97",,,"98.88",,"93.76",,,,"98.88",,,,"98.96",,,"98.75",
,,"87.89",,,,,"57.55",,,"93.37",,,"81.32","93.69",,"76.73","98.97",,,"77.83",,,,,,,"53.38",,,,,,,,,"94.62",,,,,"77.21",,,,,,,,,,,"95.38",,"80.06",,,,,,,"96.05",,,,,"98.04",,,,,"97.55",,,,,,"80.73","98.26",,,,,"98.97",,,"98.88",,"93.76",,,,"98.88",,,,"98.96",,,"98.76",
,,"87.89",,,,,"57.55",,,"93.38",,,"81.33","93.7",,"76.74","98.97",,,"77.83",,,,,,,"53.38",,,,,,,,,"94.62",,,,,"77.22",,,,,,,,,,,"95.38",,"80.06",,,,,,,"96.05",,,,,"98.04",,,,,"97.55",,,,,,"80.73","98.26",,,,,"98.97",,,"98.88",,"93.77",,,,"98.88",,,,"98.96",,,"98.76",
,,"87.89",,,,,"57.55",,,"93.38",,,"81.33","93.7",,"76.75","98.97",,,"77.83",,,,,,,"53.4",,,,,,,,,"94.62",,,,,"77.22",,,,,,,,,,,"95.38",,"80.06",,,,,,,"96.05",,,,,"98.04",,,,,"97.55",,,,,,"80.75","98.26",,,,,"98.97",,,"98.89",,"93.77",,,,"98.88",,,,"98.96",,,"98.76",
,,"87.9",,,,,"57.55",,,"93.38",,,"81.34","93.7",,"76.75","98.97",,,"77.83",,,,,,,"53.39",,,,,,,,,"94.63",,,,,"77.23",,,,,,,,,,,"95.38",,"80.06",,,,,,,"96.05",,,,,"98.04",,,,,"97.55",,,,,,"80.77","98.26",,,,,"98.97",,,"98.89",,"93.77",,,,"98.88",,,,"98.96",,,"98.76",
,,"87.9",,,,,"57.56",,,"93.38",,,"81.35","93.7",,"76.76","98.97",,,"77.84",,,,,,,"53.38",,,,,,,,,"94.63",,,,,"77.24",,,,,,,,,,,"95.39",,"80.07",,,,,,,"96.05",,,,,"98.04",,,,,"97.55",,,,,,"80.79","98.26",,,,,"98.97",,,"98.89",,"93.77",,,,"98.88",,,,"98.96",,,"98.76",
,,"87.91",,,,,"57.57",,,"93.39",,,"81.36","93.7",,"76.77","98.97",,,"77.85",,,,,,,"53.38",,,,,,,,,"94.63",,,,,"77.24",,,,,,,,,,,"95.39",,"80.08",,,,,,,"96.05",,,,,"98.04",,,,,"97.55",,,,,,"80.79","98.26",,,,,"98.97",,,"98.89",,"93.78",,,,"98.88",,,,"98.96",,,"98.76",
,,"87.91",,,,,"57.58",,,"93.39",,,"81.37","93.71",,"76.77","98.97",,,"77.86",,,,,,,"53.38",,,,,,,,,"94.63",,,,,"77.26",,,,,,,,,,,"95.39",,"80.08",,,,,,,"96.06",,,,,"98.04",,,,,"97.55",,,,,,"80.8","98.26",,,,,"98.97",,,"98.89",,"93.78",,,,"98.89",,,,"98.96",,,"98.76",
,,"87.92",,,,,"57.58",,,"93.39",,,"81.37","93.71",,"76.78","98.97",,,"77.86",,,,,,,"53.38",,,,,,,,,"94.63",,,,,"77.26",,,,,,,,,,,"95.39",,"80.09",,,,,,,"96.06",,,,,"98.04",,,,,"97.55",,,,,,"80.8","98.26",,,,,"98.97",,,"98.89",,"93.78",,,,"98.89",,,,"98.96",,,"98.76",
,,"87.92",,,,,"57.59",,,"93.39",,,"81.37","93.71",,"76.79","98.97",,,"77.87",,,,,,,"53.38",,,,,,,,,"94.64",,,,,"77.28",,,,,,,,,,,"95.39",,"80.1",,,,,,,"96.06",,,,,"98.04",,,,,"97.55",,,,,,"80.8","98.26",,,,,"98.97",,,"98.89",,"93.78",,,,"98.89",,,,"98.96",,,"98.76",
,,"87.93",,,,,"57.54",,,"93.4",,,"81.37","93.71",,"76.8","98.97",,,"77.88",,,,,,,"53.37",,,,,,,,,"94.64",,,,,"77.29",,,,,,,,,,,"95.4",,"80.1",,,,,,,"96.06",,,,,"98.04",,,,,"97.55",,,,,,"80.82","98.26",,,,,"98.97",,,"98.89",,"93.78",,,,"98.89",,,,"98.96",,,"98.76",
,,"87.93",,,,,"57.54",,,"93.4",,,"81.38","93.72",,"76.81","98.97",,,"77.88",,,,,,,"53.36",,,,,,,,,"94.64",,,,,"77.3",,,,,,,,,,,"95.4",,"80.11",,,,,,,"96.06",,,,,"98.04",,,,,"97.56",,,,,,"80.83","98.26",,,,,"98.97",,,"98.89",,"93.79",,,,"98.89",,,,"98.97",,,"98.76",
,,"87.93",,,,,"57.56",,,"93.4",,,"81.39","93.72",,"76.81","98.97",,,"77.89",,,,,,,"53.36",,,,,,,,,"94.64",,,,,"77.3",,,,,,,,,,,"95.4",,"80.06",,,,,,,"96.06",,,,,"98.05",,,,,"97.56",,,,,,"80.83","98.26",,,,,"98.97",,,"98.89",,"93.79",,,,"98.89",,,,"98.97",,,"98.76",
,,"87.93",,,,,"57.57",,,"93.4",,,"81.33","93.72",,"76.82","98.97",,,"77.89",,,,,,,"53.36",,,,,,,,,"94.64",,,,,"77.3",,,,,,,,,,,"95.4",,"80",,,,,,,"96.07",,,,,"98.05",,,,,"97.56",,,,,,"80.83","98.26",,,,,"98.97",,,"98.89",,"93.79",,,,"98.89",,,,"98.97",,,"98.76",
,,"87.94",,,,,"57.57",,,"93.4",,,"81.34","93.72",,"76.83","98.97",,,"77.89",,,,,,,"53.35",,,,,,,,,"94.64",,,,,"77.31",,,,,,,,,,,"95.4",,"80.01",,,,,,,"96.07",,,,,"98.05",,,,,"97.56",,,,,,"80.85","98.26",,,,,"98.97",,,"98.89",,"93.79",,,,"98.89",,,,"98.97",,,"98.76",
,,"87.95",,,,,"57.6",,,"93.41",,,"81.35","93.72",,"76.84","98.97",,,"77.84",,,,,,,"53.35",,,,,,,,,"94.65",,,,,"77.32",,,,,,,,,,,"95.4",,"80.02",,,,,,,"96.07",,,,,"98.05",,,,,"97.56",,,,,,"80.85","98.26",,,,,"98.97",,,"98.89",,"93.8",,,,"98.89",,,,"98.97",,,"98.76",
,,"87.95",,,,,"57.6",,,"93.41",,,"81.35","93.73",,"76.84","98.97",,,"77.85",,,,,,,"53.35",,,,,,,,,"94.65",,,,,"77.33",,,,,,,,,,,"95.41",,"80.03",,,,,,,"96.07",,,,,"98.05",,,,,"97.56",,,,,,"80.85","98.27",,,,,"98.97",,,"98.89",,"93.8",,,,"98.89",,,,"98.97",,,"98.76",
,,"87.95",,,,,"57.6",,,"93.41",,,"81.36","93.73",,"76.86","98.97",,,"77.86",,,,,,,"53.36",,,,,,,,,"94.65",,,,,"77.34",,,,,,,,,,,"95.41",,"80.03",,,,,,,"96.07",,,,,"98.05",,,,,"97.56",,,,,,"80.86","98.27",,,,,"98.97",,,"98.89",,"93.8",,,,"98.89",,,,"98.97",,,"98.76",
,,"87.96",,,,,"57.6",,,"93.41",,,"81.37","93.73",,"76.86","98.97",,,"77.86",,,,,,,"53.36",,,,,,,,,"94.65",,,,,"77.35",,,,,,,,,,,"95.41",,"80.03",,,,,,,"96.07",,,,,"98.05",,,,,"97.56",,,,,,"80.86","98.27",,,,,"98.97",,,"98.89",,"93.8",,,,"98.89",,,,"98.97",,,"98.76",
,,"87.97",,,,,"57.6",,,"93.42",,,"81.38","93.73",,"76.87","98.97",,,"77.87",,,,,,,"53.36",,,,,,,,,"94.65",,,,,"77.36",,,,,,,,,,,"95.41",,"80.04",,,,,,,"96.07",,,,,"98.05",,,,,"97.56",,,,,,"80.87","98.27",,,,,"98.97",,,"98.89",,"93.81",,,,"98.89",,,,"98.97",,,"98.76",
,,"87.97",,,,,"57.6",,,"93.42",,,"81.38","93.74",,"76.88","98.97",,,"77.88",,,,,,,"53.35",,,,,,,,,"94.66",,,,,"77.36",,,,,,,,,,,"95.41",,"80.04",,,,,,,"96.08",,,,,"98.05",,,,,"97.56",,,,,,"80.87","98.27",,,,,"98.97",,,"98.89",,"93.81",,,,"98.89",,,,"98.97",,,"98.76",
